iter	RMSE
192	0.08691209551
193	0.08680789989
194	0.08661119738
195	0.08656065767
196	0.08654148462
197	0.08642263802
198	0.08640455031
199	0.08600201702
200	0.08574347757
201	0.08572660026
202	0.0856547748
203	0.08561569936
204	0.0854081229
205	0.08530878057
206	0.08529276102
207	0.08528218641
208	0.08520018107
209	0.08489227022
210	0.08487656388
211	0.08484111463
212	0.08482586356
213	0.08471035194
214	0.08467706841
215	0.08466308875
216	0.08451352499
217	0.08435564045
218	0.08427723868
219	0.0842646752
220	0.08411216149
221	0.08398720642
222	0.08387340101
223	0.0838524503
224	0.08361735752
225	0.083581161
226	0.08347699538
227	0.08332199432
228	0.08330835679
229	0.08311384292
230	0.08302524359
231	0.08301674109
232	0.08300444215
233	0.0827252959
234	0.0826307991
235	0.08262105763
236	0.08234610156
237	0.08232184123
238	0.08220756612
239	0.08201315274
240	0.08199051843
241	0.08197973397
242	0.08193934156
243	0.0817046922
244	0.08145275358
245	0.08126849823
246	0.08115697651
247	0.08114372988
248	0.08113485924
249	0.0810382445
250	0.08099320584
251	0.08081254332
252	0.08064545995
253	0.08061335843
254	0.08060428862
255	0.08056803364
256	0.08047523337
257	0.08046509611
258	0.08038820975
259	0.08037986267
260	0.08017421098
261	0.08010391577
262	0.07995437034
263	0.07970892436
264	0.07968099385
265	0.07953267286
266	0.07936747541
267	0.07930629337
268	0.07926318193
269	0.07907155828
270	0.078955976
271	0.07894451416
272	0.0788211077
273	0.07869124473
274	0.07854157802
275	0.07830646488
276	0.07826643246
277	0.07825299207
278	0.07824797434
279	0.0780868979
280	0.07802867023
281	0.07786612402
282	0.07785017675
283	0.07773224981
284	0.07763911032
285	0.07757744753
286	0.07748841937
287	0.07745348874
288	0.07735831461
289	0.07731613975
290	0.07726647133
291	0.07711026527
292	0.07708734693
293	0.07694194737
294	0.07677179329
295	0.07656982187
296	0.07644727408
297	0.07628853891
298	0.07628299036
299	0.0761525046
300	0.07605939143
301	0.07595850268
302	0.07583218661
303	0.07582423674
304	0.07568650016
305	0.07557430151
306	0.07548623067
307	0.07536248849
308	0.07526448227
309	0.07525619633
310	0.07510023044
311	0.07504981983
312	0.07492420847
313	0.07480536967
314	0.07472300001
315	0.07471228258
316	0.07467477066
317	0.07467444004
318	0.07460577677
319	0.07458034256
320	0.07444428669
321	0.07441025248
322	0.07423158433
323	0.07422851416
324	0.074214742
325	0.0741275306
326	0.07397907064
327	0.07381437938
328	0.07379330983
329	0.0736738576
330	0.07359788003
331	0.07339881248
332	0.07337815551
333	0.07335884567
334	0.07319264679
335	0.07299388838
336	0.07292627669
337	0.07272135198
338	0.07265116218
339	0.07256786009
340	0.07256310302
341	0.07234861303
342	0.0722798248
343	0.07226079172
344	0.07220891657
345	0.0721248427
346	0.07211620752
347	0.07207369851
348	0.07195467192
349	0.07176613545
350	0.0717587335
351	0.07174079591
352	0.07173843078
353	0.07157308485
354	0.07156480641
355	0.07138563128
356	0.0712506593
357	0.07119452226
358	0.07109225153
359	0.07096139339
360	0.07083331575
361	0.07076809345
362	0.07066391436
363	0.07053481968
364	0.07048852205
365	0.0704273264
366	0.07041420798
367	0.07032478793
368	0.07013455301
369	0.06978684958
370	0.06970558979
371	0.0695088958
372	0.0693746507
373	0.06913440935
374	0.0689925923
375	0.06892894821
376	0.06886557811
377	0.0686757161
378	0.06863433029
379	0.06851164945
380	0.06838491126
381	0.06823294419
382	0.06816542215
383	0.06815514925
384	0.06802860588
385	0.06796524789
386	0.06795189757
387	0.06784332654
388	0.06778400401
389	0.06756995542
390	0.06748706684
391	0.06742113896
392	0.0674122923
393	0.0673404358
394	0.06733353485
395	0.06705738329
396	0.06704765911
397	0.06702431908
398	0.06701627419
399	0.06700587153
400	0.06688873941
401	0.06678613229
402	0.06663500477
403	0.06661909924
404	0.06657787107
405	0.06653129721
406	0.0664801458
407	0.06639294927
408	0.0662962561
409	0.06628414309
410	0.06610350979
411	0.06593274829
412	0.06577991371
413	0.06567807621
414	0.0655745116
415	0.06550241243
416	0.0653632468
417	0.0652840028
418	0.06524663001
419	0.0652279664
420	0.06508749341
421	0.06506727018
422	0.06497348599
423	0.06481769152
424	0.06475941688
425	0.0647508047
426	0.06461257395
427	0.06446013166
428	0.06440347672
429	0.06415482392
430	0.06404725413
431	0.06384417721
432	0.06374198348
433	0.06369389035
434	0.06364817282
435	0.06360164654
436	0.06338627802
437	0.06332472827
438	0.06331695069
439	0.06319364895
440	0.06318626254
441	0.06317817087
442	0.0631509288
443	0.06298926208
444	0.06283618433
445	0.06273733885
446	0.06271151655
447	0.06261571495
448	0.06260951954
449	0.06245260046
450	0.06242711064
451	0.0624046974
452	0.06239850748
453	0.06239068275
454	0.06232382891
455	0.06231866956
456	0.06219889399
457	0.06215557266
458	0.0621217763
459	0.06199807597
460	0.06180973209
461	0.0617658809
462	0.06175093759
463	0.06174052594
464	0.06166209916
465	0.06139715498
466	0.06133670064
467	0.06132656183
468	0.06120279285
469	0.06118049789
470	0.06111991595
471	0.06097469575
472	0.06084976621
473	0.06073790856
474	0.06073333642
475	0.06068761743
476	0.0605409385
477	0.06045891089
478	0.06045280544
479	0.06037571376
480	0.06032881311
481	0.06028661301
482	0.06023756572
483	0.06009889442
484	0.06001813959
485	0.06000674362
486	0.05998629274
487	0.05995203475
488	0.05994643192
489	0.05992202539
490	0.0598492936
491	0.05973364138
492	0.05969598837
493	0.05951854665
494	0.05946128027
495	0.05939070018
496	0.05930636765
497	0.05924156099
498	0.05916617517
499	0.05913084636
